Provider ID,Hospital name,City,State,Payment,Lower estimate,Higher estimate,Payment category,Value of care display name,Value of care category
10061,HIGHLANDS MEDICAL CENTER,SCOTTSBORO,AL,"$24,785","$22,101","$27,824",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
20026,ALASKA NATIVE MEDICAL CENTER,ANCHORAGE,AK,"$24,027","$21,340","$26,993",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
10034,COMMUNITY HOSPITAL INC,TALLASSEE,AL,"$15,211","$13,460","$17,162",Less Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Lower Payment
10078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,ANNISTON,AL,"$22,878","$21,991","$23,799",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
10085,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,DECATUR,AL,"$22,160","$21,343","$23,012",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
10109,PICKENS COUNTY MEDICAL CENTER,CARROLLTON,AL,"$14,259","$12,338","$16,156",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
10038,STRINGFELLOW MEMORIAL HOSPITAL,ANNISTON,AL,"$17,101","$15,417","$18,984",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
10079,ATHENS LIMESTONE HOSPITAL,ATHENS,AL,"$24,099","$22,866","$25,379",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
30030,ABRAZO CENTRAL CAMPUS,PHOENIX,AZ,"$27,031","$23,743","$30,716",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
10104,GRANDVIEW MEDICAL CENTER,BIRMINGHAM,AL,"$20,644","$20,100","$21,176",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
10040,GADSDEN REGIONAL MEDICAL CENTER,GADSDEN,AL,"$26,813","$24,699","$29,192",Greater Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Higher Payment
10023,BAPTIST MEDICAL CENTER SOUTH,MONTGOMERY,AL,"$19,581","$18,046","$21,190",Greater Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Higher Payment
30011,ST JOSEPH'S HOSPITAL,TUCSON,AZ,"$16,651","$15,355","$17,980",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
30024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,PHOENIX,AZ,"$18,913","$17,190","$20,819",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
10035,CULLMAN REGIONAL MEDICAL CENTER,CULLMAN,AL,"$23,756","$21,619","$26,096",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
10036,ANDALUSIA HEALTH,ANDALUSIA,AL,"$21,389","$19,905","$22,960",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
30024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,PHOENIX,AZ,"$21,883","$19,426","$24,635",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
10087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,MOBILE,AL,"$18,415","$15,366","$21,291",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
11305,ST VINCENTS BLOUNT,ONEONTA,AL,"$17,468","$15,498","$19,512",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
10091,GROVE HILL MEMORIAL HOSPITAL,GROVE HILL,AL,"$15,453","$13,324","$17,898",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
30007,VERDE VALLEY MEDICAL CENTER,COTTONWOOD,AZ,"$22,399","$20,381","$24,665",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
10120,MONROE COUNTY HOSPITAL,MONROEVILLE,AL,"$16,354","$14,472","$18,528",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
10035,CULLMAN REGIONAL MEDICAL CENTER,CULLMAN,AL,"$17,651","$16,680","$18,581",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
10033,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,"$22,444","$20,917","$24,114",Less Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Lower Payment
10016,SHELBY BAPTIST MEDICAL CENTER,ALABASTER,AL,"$22,017","$20,843","$23,259",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
30134,BANNER GOLDFIELD MEDICAL CENTER,APACHE JUNCTION,AZ,"$15,400","$13,384","$17,737",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
40036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,NORTH LITTLE ROCK,AR,"$18,868","$18,038","$19,734",Greater Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Higher Payment
40027,BAXTER REGIONAL MEDICAL CENTER,MOUNTAIN HOME,AR,"$17,691","$16,808","$18,556",No Different Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Average Payment
10130,ST VINCENT'S ST CLAIR,PELL CITY,AL,"$15,501","$13,959","$17,226",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
40119,WHITE RIVER MEDICAL CENTER,BATESVILLE,AR,"$17,557","$16,513","$18,658",No Different Than the National Average Payment,Value of Care Heart Failure measur,Worse Mortality and Average Payment
10023,BAPTIST MEDICAL CENTER SOUTH,MONTGOMERY,AL,"$18,130","$17,076","$19,211",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
10108,PRATTVILLE BAPTIST HOSPITAL,PRATTVILLE,AL,"$16,769","$15,350","$18,306",No Different Than the National Average Payment,Value of Care Heart Failure measur,Better Mortality and Average Payment
50225,ADVENTIST HEALTH FEATHER RIVER,PARADISE,CA,"$15,910","$14,736","$17,191",Less Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Lower Payment
10052,LAKE MARTIN COMMUNITY HOSPITAL,DADEVILLE,AL,"$14,680","$13,096","$16,358",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
10011,ST VINCENT'S EAST,BIRMINGHAM,AL,"$17,171","$16,107","$18,326",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
30110,ABRAZO WEST CAMPUS,GOODYEAR,AZ,"$15,775","$14,295","$17,336",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
40022,NORTHWEST MEDICAL CENTER-SPRINGDALE,SPRINGDALE,AR,"$17,228","$16,204","$18,308",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,BURBANK,CA,"$26,170","$23,975","$28,501",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
40015,MENA REGIONAL HEALTH SYSTEM,MENA,AR,"$17,406","$15,519","$19,239",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
50060,COMMUNITY REGIONAL MEDICAL CENTER,FRESNO,CA,"$17,114","$16,183","$18,116",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,AL,"$24,099","$21,649","$26,883",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
40041,ST MARYS REGIONAL MEDICAL CENTER,RUSSELLVILLE,AR,"$22,244","$20,577","$23,923",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
10090,PROVIDENCE HOSPITAL,MOBILE,AL,"$16,667","$15,696","$17,568",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
10016,SHELBY BAPTIST MEDICAL CENTER,ALABASTER,AL,"$25,153","$23,073","$27,330",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
40020,ST BERNARDS MEDICAL CENTER,JONESBORO,AR,"$19,398","$18,509","$20,244",Greater Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Higher Payment
31317,LA PAZ REGIONAL HOSPITAL,PARKER,AZ,"$20,742","$18,629","$23,083",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
10128,JACKSON MEDICAL CENTER,JACKSON,AL,"$17,598","$15,189","$20,320",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
10089,WALKER BAPTIST MEDICAL CENTER,JASPER,AL,"$16,034","$14,591","$17,581",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
10040,GADSDEN REGIONAL MEDICAL CENTER,GADSDEN,AL,"$24,379","$23,476","$25,383",Greater Than the National Average Payment,Value of Care hip/knee replacement,Worse Complications and Higher Payment
40119,WHITE RIVER MEDICAL CENTER,BATESVILLE,AR,"$26,986","$24,853","$29,266",Greater Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Higher Payment
30089,BANNER THUNDERBIRD MEDICAL CENTER,GLENDALE,AZ,"$18,848","$17,536","$20,223",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
21314,MT EDGECUMBE HOSPITAL,SITKA,AK,"$21,148","$18,129","$24,120",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
20017,ALASKA REGIONAL HOSPITAL,ANCHORAGE,AK,"$15,943","$14,498","$17,492",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
40014,WHITE COUNTY MEDICAL CENTER,SEARCY,AR,"$17,418","$16,774","$18,060",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
11302,RED BAY HOSPITAL,RED BAY,AL,"$19,670","$16,719","$22,573",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
40029,CONWAY REGIONAL HEALTH SYSTEM,CONWAY,AR,"$17,283","$15,838","$18,817",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
30078,PHOENIX INDIAN MEDICAL CENTER,PHOENIX,AZ,"$13,678","$10,960","$16,398",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
40153,WADLEY REGIONAL MEDICAL CENTER AT HOPE,HOPE,AR,"$17,853","$16,234","$19,542",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
10011,ST VINCENT'S EAST,BIRMINGHAM,AL,"$23,346","$21,720","$25,074",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
10016,SHELBY BAPTIST MEDICAL CENTER,ALABASTER,AL,"$19,147","$17,794","$20,549",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
30038,SCOTTSDALE OSBORN MEDICAL CENTER,SCOTTSDALE,AZ,"$18,167","$17,218","$19,105",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
40069,GREAT RIVER MEDICAL CENTER,BLYTHEVILLE,AR,"$17,982","$15,776","$20,459",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
41313,OZARK HEALTH,CLINTON,AR,"$17,881","$15,841","$19,826",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
10148,EVERGREEN MEDICAL CENTER,EVERGREEN,AL,"$13,741","$12,331","$15,303",Less Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Lower Payment
30010,ST. MARY'S HOSPITAL,TUCSON,AZ,"$16,702","$15,395","$17,993",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
30002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,PHOENIX,AZ,"$20,399","$19,233","$21,635",No Different Than the National Average Payment,Value of Care hip/knee replacement,Worse Complications and Average Payment
40014,WHITE COUNTY MEDICAL CENTER,SEARCY,AR,"$16,847","$15,845","$17,922",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
40016,UAMS MEDICAL CENTER,LITTLE ROCK,AR,"$18,136","$17,133","$19,134",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
10139,BROOKWOOD BAPTIST MEDICAL CENTER,BIRMINGHAM,AL,"$23,832","$22,035","$25,886",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
10059,LAWRENCE MEDICAL CENTER,MOULTON,AL,"$16,481","$14,430","$18,490",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
10079,ATHENS LIMESTONE HOSPITAL,ATHENS,AL,"$16,317","$15,089","$17,548",Less Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Lower Payment
30101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,BULLHEAD CITY,AZ,"$26,194","$23,883","$28,521",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
41303,MERCY HOSPITAL TURNER MEMORIAL,OZARK,AR,"$16,152","$13,301","$19,008",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
40153,WADLEY REGIONAL MEDICAL CENTER AT HOPE,HOPE,AR,"$16,374","$14,731","$18,301",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
41309,LAWRENCE MEMORIAL HOSPITAL,WALNUT RIDGE,AR,"$17,401","$15,664","$19,258",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
10046,RIVERVIEW REGIONAL MEDICAL CENTER,GADSDEN,AL,"$16,728","$15,580","$17,987",No Different Than the National Average Payment,Value of Care Heart Failure measur,Better Mortality and Average Payment
30119,MERCY GILBERT MEDICAL CENTER,GILBERT,AZ,"$18,745","$18,094","$19,458",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
40029,CONWAY REGIONAL HEALTH SYSTEM,CONWAY,AR,"$18,905","$18,077","$19,755",Greater Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Higher Payment
40019,FORREST CITY MEDICAL CENTER,FORREST CITY,AR,"$15,567","$13,404","$18,026",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
10033,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,"$24,311","$23,130","$25,522",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
